IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1.208
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.718
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",7.658
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.723
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.469
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.533
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.67
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.149
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.181
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.131
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.744
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4.605
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.513
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.327
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.927
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.337
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.729
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.885
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.935
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.032
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3.272
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.462
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.41
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.846
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.827
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",4,"Afghanistan","AF","AFG",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2.709
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.214
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.069
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.075
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.21
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.304
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.36
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.433
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.557
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.656
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.691
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.723
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.43
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.452
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.572
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.678
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.779
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.876
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.963
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1.029
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1.084
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1.141
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.035
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.068
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.099
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.164
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.189
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.136
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.11
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.167
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.472
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.435
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1.128
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.421
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.711
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.709
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",8,"Albania","AL","ALB",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",-0.748
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.421
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.347
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.521
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.294
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.133
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.005
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.911
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.818
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.371
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.406
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.393
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.354
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.307
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.351
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.441
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.486
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.596
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.741
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.896
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.936
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.958
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.956
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.029
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.01
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.065
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.048
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.064
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.001
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.876
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.806
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.62
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.619
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.557
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.442
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.355
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",12,"Algeria","DZ","DZA",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.281
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",16,"American Samoa","AS","ASM",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.8
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",16,"American Samoa","AS","ASM",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.46
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",16,"American Samoa","AS","ASM",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.315
